icd9cm,icd10cm,icd9_description,icd10_description,Pop number,acs,acs_ip_12,herniated_disc,mononeuritis,malignancy,sinusitis,CHF,AF_flutter,syncope_heat,syncope_carotid_sinus,traumatic_brain_injury,prostate_ca,low_back_pain,pop_41,pop_43,breast_cancer,allergy,acute_sinusitis,chronic_sinusitis,pop49,trauma,intraspinal_abcess,pop51,cervical_cancer,prostate_cancer
20254,C960,"Letterer-siwe disease, lymph nodes of axilla and upper limb",Multifocal and multisystemic (disseminated) Langerhans-cell hi,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20255,C960,"Letterer-siwe disease, lymph nodes of inguinal region and lower limb",Multifocal and multisystemic (disseminated) Langerhans-cell hi,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20256,C960,"Letterer-siwe disease, intrapelvic lymph nodes",Multifocal and multisystemic (disseminated) Langerhans-cell hi,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20257,C960,"Letterer-siwe disease, spleen",Multifocal and multisystemic (disseminated) Langerhans-cell hi,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20258,C960,"Letterer-siwe disease, lymph nodes of multiple sites",Multifocal and multisystemic (disseminated) Langerhans-cell hi,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20260,C962,"Malignant mast cell tumors, unspecified site, extranodal and solid organ sites",Malignant mast cell tumor,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20261,C962,"Malignant mast cell tumors, lymph nodes of head, face, and neck",Malignant mast cell tumor,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20262,C962,"Malignant mast cell tumors, intrathoracic lymph nodes",Malignant mast cell tumor,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20263,C962,"Malignant mast cell tumors, intra-abdominal lymph nodes",Malignant mast cell tumor,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20264,C962,"Malignant mast cell tumors, lymph nodes of axilla and upper limb",Malignant mast cell tumor,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20265,C962,"Malignant mast cell tumors, lymph nodes of inguinal region and lower limb",Malignant mast cell tumor,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20266,C962,"Malignant mast cell tumors, intrapelvic lymph nodes",Malignant mast cell tumor,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20267,C962,"Malignant mast cell tumors, spleen",Malignant mast cell tumor,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20268,C962,"Malignant mast cell tumors, lymph nodes of multiple sites",Malignant mast cell tumor,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20290,C964,"Other and unspecified malignant neoplasms of lymphoid and histiocytic tissue, unspecified site, extranodal and solid organ sites",Sarcoma of dendritic cells (accessory cells),,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
27789,C965,Other specified disorders of metabolism,Multifocal and unisystemic Langerhans-cell histiocytosis,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
27789,C966,Other specified disorders of metabolism,Unifocal Langerhans-cell histiocytosis,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20290,C969,"Other and unspecified malignant neoplasms of lymphoid and histiocytic tissue, unspecified site, extranodal and solid organ sites","Malignant neoplasm of lymphoid, hematopoietic and related tiss",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20291,C969,"Other and unspecified malignant neoplasms of lymphoid and histiocytic tissue, lymph nodes of head, face, and neck","Malignant neoplasm of lymphoid, hematopoietic and related tiss",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20292,C969,"Other and unspecified malignant neoplasms of lymphoid and histiocytic tissue, intrathoracic lymph nodes","Malignant neoplasm of lymphoid, hematopoietic and related tiss",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20293,C969,"Other and unspecified malignant neoplasms of lymphoid and histiocytic tissue, intra-abdominal lymph nodes","Malignant neoplasm of lymphoid, hematopoietic and related tiss",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20294,C969,"Other and unspecified malignant neoplasms of lymphoid and histiocytic tissue, lymph nodes of axilla and upper limb","Malignant neoplasm of lymphoid, hematopoietic and related tiss",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20295,C969,"Other and unspecified malignant neoplasms of lymphoid and histiocytic tissue, lymph nodes of inguinal region and lower limb","Malignant neoplasm of lymphoid, hematopoietic and related tiss",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20296,C969,"Other and unspecified malignant neoplasms of lymphoid and histiocytic tissue, intrapelvic lymph nodes","Malignant neoplasm of lymphoid, hematopoietic and related tiss",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20297,C969,"Other and unspecified malignant neoplasms of lymphoid and histiocytic tissue, spleen","Malignant neoplasm of lymphoid, hematopoietic and related tiss",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20298,C969,"Other and unspecified malignant neoplasms of lymphoid and histiocytic tissue, lymph nodes of multiple sites","Malignant neoplasm of lymphoid, hematopoietic and related tiss",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20230,C96A,"Malignant histiocytosis, unspecified site, extranodal and solid organ sites",Histiocytic sarcoma,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20231,C96A,"Malignant histiocytosis, lymph nodes of head, face, and neck",Histiocytic sarcoma,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20232,C96A,"Malignant histiocytosis, intrathoracic lymph nodes",Histiocytic sarcoma,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20233,C96A,"Malignant histiocytosis, intra-abdominal lymph nodes",Histiocytic sarcoma,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20234,C96A,"Malignant histiocytosis, lymph nodes of axilla and upper limb",Histiocytic sarcoma,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20235,C96A,"Malignant histiocytosis, lymph nodes of inguinal region and lower limb",Histiocytic sarcoma,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20237,C96A,"Malignant histiocytosis, spleen",Histiocytic sarcoma,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20238,C96A,"Malignant histiocytosis, lymph nodes of multiple sites",Histiocytic sarcoma,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20290,C96Z,"Other and unspecified malignant neoplasms of lymphoid and histiocytic tissue, unspecified site, extranodal and solid organ sites","Other specified malignant neoplasms of lymphoid, hematopoietic",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20291,C96Z,"Other and unspecified malignant neoplasms of lymphoid and histiocytic tissue, lymph nodes of head, face, and neck","Other specified malignant neoplasms of lymphoid, hematopoietic",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20292,C96Z,"Other and unspecified malignant neoplasms of lymphoid and histiocytic tissue, intrathoracic lymph nodes","Other specified malignant neoplasms of lymphoid, hematopoietic",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20293,C96Z,"Other and unspecified malignant neoplasms of lymphoid and histiocytic tissue, intra-abdominal lymph nodes","Other specified malignant neoplasms of lymphoid, hematopoietic",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20294,C96Z,"Other and unspecified malignant neoplasms of lymphoid and histiocytic tissue, lymph nodes of axilla and upper limb","Other specified malignant neoplasms of lymphoid, hematopoietic",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20295,C96Z,"Other and unspecified malignant neoplasms of lymphoid and histiocytic tissue, lymph nodes of inguinal region and lower limb","Other specified malignant neoplasms of lymphoid, hematopoietic",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20296,C96Z,"Other and unspecified malignant neoplasms of lymphoid and histiocytic tissue, intrapelvic lymph nodes","Other specified malignant neoplasms of lymphoid, hematopoietic",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20297,C96Z,"Other and unspecified malignant neoplasms of lymphoid and histiocytic tissue, spleen","Other specified malignant neoplasms of lymphoid, hematopoietic",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20298,C96Z,"Other and unspecified malignant neoplasms of lymphoid and histiocytic tissue, lymph nodes of multiple sites","Other specified malignant neoplasms of lymphoid, hematopoietic",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2300,D0000,"Carcinoma in situ of lip, oral cavity, and pharynx",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2300,D0001,"Carcinoma in situ of lip, oral cavity, and pharynx",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2300,D0002,"Carcinoma in situ of lip, oral cavity, and pharynx",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2300,D0003,"Carcinoma in situ of lip, oral cavity, and pharynx",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2300,D0004,"Carcinoma in situ of lip, oral cavity, and pharynx",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2300,D0005,"Carcinoma in situ of lip, oral cavity, and pharynx",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2300,D0006,"Carcinoma in situ of lip, oral cavity, and pharynx",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2300,D0007,"Carcinoma in situ of lip, oral cavity, and pharynx",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2300,D0008,"Carcinoma in situ of lip, oral cavity, and pharynx",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2301,D001,Carcinoma in situ of esophagus,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2302,D002,Carcinoma in situ of stomach,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2303,D010,Carcinoma in situ of colon,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2304,D011,Carcinoma in situ of rectum,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2304,D012,Carcinoma in situ of rectum,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2305,D013,Carcinoma in situ of anal canal,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2306,D013,"Carcinoma in situ of anus, unspecified",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2307,D0140,Carcinoma in situ of other and unspecified parts of intestine,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2307,D0149,Carcinoma in situ of other and unspecified parts of intestine,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2308,D015,Carcinoma in situ of liver and biliary system,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2309,D017,Carcinoma in situ of other and unspecified digestive organs,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2309,D019,Carcinoma in situ of other and unspecified digestive organs,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2310,D020,Carcinoma in situ of larynx,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2311,D021,Carcinoma in situ of trachea,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2312,D0220,Carcinoma in situ of bronchus and lung,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2318,D023,Carcinoma in situ of other specified parts of respiratory system,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2319,D024,"Carcinoma in situ of respiratory system, part unspecified",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1720,D030,Malignant melanoma of skin of lip,Melanoma in situ of lip,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1721,D0310,"Malignant melanoma of skin of eyelid, including canthus","Melanoma in situ of unspecified eyelid, including canthus",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1721,D0311,"Malignant melanoma of skin of eyelid, including canthus","Melanoma in situ of right eyelid, including canthus",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1721,D0312,"Malignant melanoma of skin of eyelid, including canthus","Melanoma in situ of left eyelid, including canthus",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1722,D0320,Malignant melanoma of skin of ear and external auditory canal,Melanoma in situ of unspecified ear and external auricular can,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1722,D0321,Malignant melanoma of skin of ear and external auditory canal,Melanoma in situ of right ear and external auricular canal,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1722,D0322,Malignant melanoma of skin of ear and external auditory canal,Melanoma in situ of left ear and external auricular canal,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1723,D0330,Malignant melanoma of skin of other and unspecified parts of face,Melanoma in situ of unspecified part of face,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1723,D0339,Malignant melanoma of skin of other and unspecified parts of face,Melanoma in situ of other parts of face,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1724,D034,Malignant melanoma of skin of scalp and neck,Melanoma in situ of scalp and neck,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1725,D0351,"Malignant melanoma of skin of trunk, except scrotum",Melanoma in situ of anal skin,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1725,D0352,"Malignant melanoma of skin of trunk, except scrotum",Melanoma in situ of breast (skin) (soft tissue),,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1725,D0359,"Malignant melanoma of skin of trunk, except scrotum",Melanoma in situ of other part of trunk,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1726,D0360,"Malignant melanoma of skin of upper limb, including shoulder","Melanoma in situ of unspecified upper limb, including shoulder",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1726,D0361,"Malignant melanoma of skin of upper limb, including shoulder","Melanoma in situ of right upper limb, including shoulder",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1726,D0362,"Malignant melanoma of skin of upper limb, including shoulder","Melanoma in situ of left upper limb, including shoulder",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1727,D0370,"Malignant melanoma of skin of lower limb, including hip","Melanoma in situ of unspecified lower limb, including hip",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1727,D0371,"Malignant melanoma of skin of lower limb, including hip","Melanoma in situ of right lower limb, including hip",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1727,D0372,"Malignant melanoma of skin of lower limb, including hip","Melanoma in situ of left lower limb, including hip",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1728,D038,Malignant melanoma of other specified sites of skin,Melanoma in situ of other sites,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1729,D039,"Melanoma of skin, site unspecified","Melanoma in situ, unspecified",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2320,D040,Carcinoma in situ of skin of lip,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2321,D0410,"Carcinoma in situ of eyelid, including canthus",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2322,D0420,Carcinoma in situ of skin of ear and external auditory canal,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2323,D0430,Carcinoma in situ of skin of other and unspecified parts of face,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2323,D0439,Carcinoma in situ of skin of other and unspecified parts of face,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2324,D044,Carcinoma in situ of scalp and skin of neck,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2325,D045,"Carcinoma in situ of skin of trunk, except scrotum",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2326,D0460,"Carcinoma in situ of skin of upper limb, including shoulder",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2327,D0470,"Carcinoma in situ of skin of lower limb, including hip",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2328,D048,Carcinoma in situ of other specified sites of skin,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2329,D049,"Carcinoma in situ of skin, site unspecified",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2330,D0590,Carcinoma in situ of breast,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2331,D069,Carcinoma in situ of cervix uteri,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2332,D070,Carcinoma in situ of other and unspecified parts of uterus,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
23332,D071,"Carcinoma in situ, vulva",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
23331,D072,"Carcinoma in situ, vagina",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
23330,D0730,"Carcinoma in situ, unspecified female genital organ",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
23339,D0739,"Carcinoma in situ, other female genital organ",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2335,D074,Carcinoma in situ of penis,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2334,D075,Carcinoma in situ of prostate,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2336,D0760,Carcinoma in situ of other and unspecified male genital organs,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2336,D0769,Carcinoma in situ of other and unspecified male genital organs,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2337,D090,Carcinoma in situ of bladder,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2339,D0910,Carcinoma in situ of other and unspecified urinary organs,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2339,D0919,Carcinoma in situ of other and unspecified urinary organs,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2340,D0920,Carcinoma in situ of eye,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2348,D093,Carcinoma in situ of other specified sites,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2348,D098,Carcinoma in situ of other specified sites,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2349,D099,"Carcinoma in situ, site unspecified",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2115,D134,Benign neoplasm of liver and biliary passages,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2115,D135,Benign neoplasm of liver and biliary passages,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2116,D136,"Benign neoplasm of pancreas, except islets of Langerhans",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2117,D137,Benign neoplasm of islets of Langerhans,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2230,D3000,"Benign neoplasm of kidney, except pelvis",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2351,D3701,"Neoplasm of uncertain behavior of lip, oral cavity, and pharynx",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2351,D3702,"Neoplasm of uncertain behavior of lip, oral cavity, and pharynx",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2350,D37030,Neoplasm of uncertain behavior of major salivary glands,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2350,D37031,Neoplasm of uncertain behavior of major salivary glands,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2350,D37032,Neoplasm of uncertain behavior of major salivary glands,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2350,D37039,Neoplasm of uncertain behavior of major salivary glands,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2351,D3704,"Neoplasm of uncertain behavior of lip, oral cavity, and pharynx",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2351,D3705,"Neoplasm of uncertain behavior of lip, oral cavity, and pharynx",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2352,D371,"Neoplasm of uncertain behavior of stomach, intestines, and rectum",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2352,D372,"Neoplasm of uncertain behavior of stomach, intestines, and rectum",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2352,D374,"Neoplasm of uncertain behavior of stomach, intestines, and rectum",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2352,D375,"Neoplasm of uncertain behavior of stomach, intestines, and rectum",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2353,D376,Neoplasm of uncertain behavior of liver and biliary passages,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2355,D378,Neoplasm of uncertain behavior of other and unspecified digestive organs,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2355,D379,Neoplasm of uncertain behavior of other and unspecified digestive organs,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2356,D380,Neoplasm of uncertain behavior of larynx,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2357,D381,"Neoplasm of uncertain behavior of trachea, bronchus, and lung",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2358,D382,"Neoplasm of uncertain behavior of pleura, thymus, and mediastinum",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2358,D383,"Neoplasm of uncertain behavior of pleura, thymus, and mediastinum",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2358,D384,"Neoplasm of uncertain behavior of pleura, thymus, and mediastinum",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2359,D385,Neoplasm of uncertain behavior of other and unspecified respiratory organs,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2359,D386,Neoplasm of uncertain behavior of other and unspecified respiratory organs,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2360,D390,Neoplasm of uncertain behavior of uterus,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2362,D3910,Neoplasm of uncertain behavior of ovary,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2361,D392,Neoplasm of uncertain behavior of placenta,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
